;Matvare;Vann;Kilojoule;Fett;Kolesterol;Karbohydrat;Kostfiber;Protein;Vitamin A;Vitamin D;Vitamin E;Vitamin C
;;g;kJ;g;mg;g;g;g;RAE;µg;alfa-TE;mg
1.001;Helmelk, 3,5 % fett;88;264;3.5;9;4.6;0;3.3;34;0;0.1;0
1.002;Lettmelk, 1,2 % fett;90;180;1.2;3;4.7;0;3.3;12;0;0;0
1.003;Skummet melk;91;141;0.1;0;4.8;0;3.3;1;0;0;0
1.008;Sjokolademelk;85;252;1.4;4;8.4;0;3.4;14;0;0;0
1.011;Yoghurt, naturell;86;313;4;11;5.6;0;4.1;38;0;0.1;0
1.013;Geitmelk, langtidsholdbar;88;250;3.3;5;4.6;0;2.9;30;0;0;0
1.015;Kremfløte, 38 % fett;57;1491;38;102;2.9;0;2.1;510;0.2;0.9;0
1.018;Iskrem, fløtebasert;64;812;10;33;23;0;3;122;0.1;0.2;0
1.02;Sjokoladepudding, Piano;77;447;3.5;14;15.5;0;3.2;24;0;0.1;0
1.023;Vaniljesaus, Piano;73;624;8.5;35;15.5;0;2.7;58;0;0.2;0
1.025;Camembert, ost;49;1344;27.4;73;0;0;19.4;281;0.1;0.6;0
1.027;Cheddar, ost;37;1637;32.3;87;0.3;0;25.7;335;0.2;0.7;0
1.028;Cottage Cheese, ost;81;401;4.3;12;1.5;0;12.7;51;0;0.1;0
1.03;Edamer, ost;41;1458;27;72;0;0;27;283;0.1;0.5;0
1.032;Gamalost;43;885;0.3;3;1.7;0;49.7;11;0;0.1;0
1.035;Jarlsberg, ost;41;1525;29;75;0;0;26.6;264;0.1;0.5;0
1.037;Normanna, ost;46;1401;28.4;76;0;0;20.6;294;0.1;0.5;0
1.038;Gräddost;38;1675;36.5;98;0;0;19.1;288;0.2;0.7;0
1.039;Hvitost, type Norvegia;41;1471;27.3;73;0.1;0;27;283;0.1;0.5;0
1.04;Hvitost, lettere, type Norvegia;47;1126;16;43;0.1;0;31.3;151;0.1;0.3;0
1.042;Norzola, ost;43;1644;36.7;98;0;0;16.8;367;0.2;0.6;0
1.043;Nøkkelost;41;1460;27.1;73;0;0;26.9;283;0.1;0.5;0
1.046;Port Salut, ost;46;1329;24.7;66;0;0;24.4;251;0.1;0.4;0
1.047;Pultost, mager;55;666;1;3;0;0;37;11;0;0.1;0
1.048;Ridderost;38;1749;38;102;0;0;20.2;227;0.2;0.7;0
1.05;Sveitserost;39;1536;28.5;76;0;0;28.3;190;0.1;0.5;0
1.052;Geitost, brunost;19;1854;27.6;74;37;0;12;317;0.1;0.6;0
1.053;Fløtemysost, brunost;19;1878;28;75;37.5;0;12;297;0.1;0.6;0
1.054;Fløtemysost, brunost, lettere;27;1590;16.6;44;46.4;0;11;178;0.1;0.4;0
1.055;Gudbrandsdalsost, brunost;19;1900;29.4;79;37.4;0;10.4;311;0.2;0.6;0
1.058;Gomme, Namdal;40;1175;12;32;32;0;11;131;0.1;0.2;0
1.059;Prim;31;1295;8.9;24;50.4;0;6.4;95;0;0.1;0
1.06;Prim, mager;33;1169;4.2;11;53.1;0;6.5;45;0;0;0
1.062;Crème Chérie mykost;50;1379;30.8;83;0;0;14.1;161;0.2;0.6;0
1.063;Baconost, smørbar;62;867;16.9;45;0;0;14.2;180;0.1;0.3;0
1.064;Magerost, smørbar, 7 %;71;547;6.5;17;0;0;18;53;0;0.2;0
1.066;Mozzarella, ost;45;1320;22.9;61;0.7;0;27.1;197;0.1;0.4;0
1.071;Jarlsberg, lettere;47;1117;16;43;0;0;30.9;106;0.1;0.3;0
1.072;Gudbrandsdalsost, brunost, lettere;27;1590;16.6;44;46.3;0;11.1;173;0.1;0.4;0
1.074;Yoghurt, drikke, frukt;81;330;1.3;4;12.8;0;3.8;14;0;0;0
1.078;Karamellpudding, Piano;73;549;6.2;36;16;0;2.8;59;0.1;0.2;0
1.079;Milkshake, sjokoladesmak;82;328;1.5;4;12;0;4;12;0;0;0
1.081;Iskrem, lettis, med mindre sukker og fett;72;459;5.7;12;10.3;0;4.3;31;0;0.8;0
1.082;Cultura, syrnet melk, naturell, økologisk;90;183;1.4;4;4.4;0;3.3;14;0;0;0
1.083;Kulturmelk, syrnet melk;88;254;3.5;9;4;0;3.3;34;0;0.1;0
1.084;Kefir, syrnet økologisk melk;88;254;3.5;9;4;0;3.3;34;0;0.1;0
1.085;Kulturmelk, skummet;92;139;0.4;1;4.1;0;3.2;1;0;0;0
1.086;Seterrømme, 35 % fett;61;1382;35;94;2.9;0;2.2;471;0.2;0.8;0
1.087;Lettrømme, 20 % fett;74;829;19.6;53;3.4;0;2.7;279;0.1;0.5;0
1.088;Rømmekolle, ekstra lett, 10 % fett;80;486;10;27;3.9;0;2.9;99;0;0.2;0
1.089;Crème Fraîche, 35 % fett;60;1382;35;94;2.9;0;2.2;471;0.2;0.8;0
1.09;Yoghurt, frukt, lett, 0,5 % fett;82;296;0.6;3;12.4;0;3.7;9;0;0;0
1.094;Yoghurt, frukt, med müsli;69;586;3.9;13;21.1;1.2;4.3;30;0;0.1;0
1.096;Yoghurt, frukt;78;408;3.4;9;13;0;3.6;29;0;0.1;0
1.099;Cultura, syrnet melk, pære;84;303;1.4;4;11.8;0;3;13;0;0;0
1.104;Milkshake, jordbærsmak;83;305;1.4;4;11;0;3.9;12;0;0;0
1.107;Yoghurt, frukt, Litago;79;402;3.8;10;11.8;0;3.6;38;0;0.1;10
1.108;Kaffefløte, 10 % fett;82;492;10;27;4.2;0;3;118;0;0.2;0
1.109;Kaffemelk, 3,9 % fett;86;277;3.9;10;4.6;0;3.2;38;0;0.1;0
1.111;Vaniljekrem, Piano;73;627;8.8;36;15;0;2.7;60;0;0.2;0
1.112;Romkrem, Piano;72;639;9.1;37;15.1;0;2.7;55;0;0.2;0
1.115;Norbo, ost;42;1480;28.5;76;0;0;25;294;0.1;0.5;0
1.117;Snøfrisk, smørbar geitost;64;1039;24.3;57;2.2;0;6;175;0.2;0.2;0
1.118;Lettmelk, laktoseredusert, 1,5 % fett;90;195;1.5;4;4.8;0;3.4;14;0.4;0;0
1.119;Lettmelk, langtidsholdbar, 1,5 % fett;90;193;1.5;4;4.8;0;3.3;14;0;0;0
1.12;Cultura, syrnet melk, jordbær, D-vitamin;84;292;1.4;4;11.1;0;3;12;0.4;0;0
1.127;Melk med smak, Litago;85;256;1.4;4;8.8;0;3.2;21;0;0;0
1.131;Mandelpudding, Piano;77;443;3.3;14;16;0;2.9;23;0;0.1;0
1.136;Brie, ost;46;1472;31.7;85;0;0;17.6;346;0.2;0.6;0
1.138;Mozzarella, ost, lettere;48;1116;16;43;0.5;0;30.3;137;0.1;0.3;0
1.142;Nøkkelost, lettere;45;1161;17.1;46;0;0;31.1;161;0.1;0.3;0
1.144;Royal Blue, ost;38;1883;44.5;119;0;0;13.9;462;0.2;0.8;0
1.146;St. Paulin, ost;42;1478;28;93;0;0;26;294;0;0.5;0
1.15;Kremost, naturell;60;1224;29;78;2.7;0;6.2;253;0.1;0.5;0
1.161;Taffelost, bacon;46;1304;24.5;66;0.1;0;23.3;158;0.1;0.4;0
1.17;Biola, syrnet melk, naturell;90;190;1.5;4;4.5;0;3.4;16;0;0;0
1.171;Biola, syrnet melk, blåbær, mager;85;235;0.2;0;10.4;0;3;3;0;0;1
1.172;Yoghurt, naturell, Biola;83;332;2.9;12;8.9;0;4.3;30;0;0.1;0
1.173;Yoghurt, bær, Biola;80;350;1.6;4;13.3;0;3.8;27;0;0.1;0
1.174;Yoghurt, frukt, lett, 0,1 % fett, Yoplait;85;221;0.1;0;8.9;0;3.9;2;0;0;1
1.175;Matfløte, 20 % fett;71;852;20;54;3.9;0;2.7;235;0.1;0.6;0
1.176;Fløteerstatning, Coffeemate pulver;3;2298;34.5;2;57.3;0;2.8;17;0;0;0
1.177;Fløteerstatning, kaffehvitt;85;442;10.2;0;2.9;0;0.9;0;0;0;0
1.178;Fløteerstatning, husholdningshvitt;88;368;8.2;0;2.9;0;0.9;0;0;0;0
1.179;Fløteerstatning, topping på boks;66;1075;25;0;7.3;0;1.5;0;0;0;0
1.18;Rømmedressing med urter;80;564;11.8;36;4.7;0;2.8;140;0.2;0.3;0
1.181;Duo, lys sjokoladeyoghurt og nøttecrisp;65;749;8.7;35;20.9;0.5;4;57;0;0.2;0
1.182;Iskrem, vegetabilsk fett, margarinis, 10 % fett;63;808;9.7;2;23.1;0;3.3;2;0;2;0
1.183;Iskrem, fløte, med sjokoladebiter;55;1010;12.6;29;28.1;0.8;3.5;105;0.1;0.3;0
1.184;Rislunsj med jordbær, Piano;70;637;6.2;19;21;0;3;68;0;0.1;0
1.185;Hvitost, uspesifisert type;42;1447;26.7;81;0;0;27;268;0;0.5;0
1.186;Brunost, uspesifisert type;20;1883;27.4;98;40.1;0;11;295;0.1;0.6;0
1.188;Feta, ost med geitmelk;57;1038;20.2;54;1.5;0;15.6;223;0.3;0.4;0
1.189;Fløteerstatning, whipping;85;428;8.3;0;6.4;0;0.7;0;0;0;0
1.19;Ystet vegetabilsk fett, ostesubstitutt;42;1516;30;10;0.9;0;23;10;0;1.9;0
1.191;Burgerost;40;1427;28;75;0.1;0;22.9;204;0.1;0.6;0
1.192;Lettmelk, 0,7 % fett, D-vitamin beriket;91;162;0.7;2;4.7;0;3.3;7;0.4;0;0
1.193;Iskrem med kjeks, syltetøy, sjokolade;53;857;9.2;26;26.9;0.6;3.2;105;0.2;0.2;3
1.194;Iskrem, yoghurtis;68;682;3.5;21;29;0;3.5;14;0;0.4;0
1.195;Rømmegrøt;66;846;15.3;48;11.9;0.5;4.3;175;0.1;0.4;0
1.196;Kakao, med lettmelk, tilberedt;80;356;2.1;6;11.9;1;4;11;0;0;0
1.197;Sjokolademelk, av pulver og lettmelk;84;289;1.4;6;10.3;0.5;3.4;11;0;0;0
1.199;Iskrem med kjeks, sjokolade, nøtter;49;977;12.6;27;25.7;0.9;3.9;106;0.2;0.7;0
1.2;Parmesan, ost;28;1730;29.7;80;0.9;0;36.2;390;0.3;0.8;0
1.201;Camembert, ost, lettere;61;834;11;36;0.1;0;25;98;0.1;0.3;0
1.202;Magerost, smørbar, 3 % fett;75;422;3;8;0;2.7;17;24;0;0.1;0
1.204;Magerost, smørbar, 9 % fett;66;639;9;30;0;0;18;53;0.1;0.2;0
1.211;Iskrem, fløte, med ekstra sjokolade;33;1506;20;24;39;2;5.1;69;0;0.4;0
1.212;Kremost, urter;60;1204;28.4;76;2.7;0;6.3;253;0.1;0.5;0
2.001;Egg, rå;75;590;10.1;420;0.3;0;12.4;215;3.8;5.3;0
2.002;Eggehvite, rå;88;180;0;2;0.4;0;10.2;0;0;0;0
2.003;Eggeplomme, rå;55;1275;27.1;1200;0.2;0;15.8;500;12;14.7;0
2.004;Egg, stekt uten fett;73;646;10.9;431;0.3;0;14;293;1.6;5;0
2.006;Omelett, stekt i fett;73;683;13.3;340;0.2;0;11;261;1.6;4.6;0
2.007;Omelett, stekt uten fett;77;535;9;356;0.3;0;11.6;242;1.3;4.1;0
2.008;Eggerøre, stekt i fett;72;710;13.9;348;0.2;0;11.3;271;1.7;4.7;0
2.009;Eggerøre, stekt uten fett;76;548;9.2;365;0.3;0;11.9;252;1.3;4.3;0
2.01;Eggedosis;58;839;7.5;298;23.3;0;9.7;226;1.1;3.5;0
2.021;Egg, fra frittgående høns, rå;76;587;10.2;400;0.3;0;12;230;2;4.4;0
2.022;Egg, stekt i myk margarin;71;753;14.1;411;0.3;0;13.3;322;2;5.1;0
2.023;Egg, stekt i smør;70;779;14.7;422;0.4;0;13.4;333;2;4.9;0
2.025;Egg, stekt i uspesifisert fett;70;777;14.8;412;0.2;0;13.3;308;1.8;5.4;0
2.026;Egg, kokt;76;593;10.2;420;0.3;0;12.4;215;4;5.3;0
2.027;Egg, fra frittgående høns, kokt;75;587;10.2;400;0.3;0;12;230;2;4.4;0
3.001;And, kjøtt med skinn, rå;50;1603;37.3;72;0;0;13.1;50;0.7;0.5;0
3.002;Gås, kjøtt med skinn, rå;50;1514;33.6;80;0;0;15.9;17;0;0.5;0
3.003;Høne, kjøtt med skinn, rå;60;1095;21;71;0;0;18.7;38;0.2;0.5;0
3.004;Kalkun, kjøtt med skinn, rå;73;560;5.2;78;0;0;21.6;7;0.4;0.5;0
3.005;Kalkun, kjøtt med skinn, ovnstekt;55;1130;18.4;104;0;0;26.4;8;0;0;0
3.006;Kylling, hel, kjøtt med skinn, rå;67;819;13.6;75;0;0;18.6;25;0.6;0.2;0
3.007;Kylling, hel, kjøtt med skinn, ovnstekt;59;1025;17;125;0;0;23.3;26;0;0.2;0
3.008;Rype, bryst, uten skinn, rå;72;586;4.9;81;0;0;23.8;49;0;0.7;0
3.013;Lam, sadel, rå;64;944;17.1;77;0;0;18.3;7;0;0.2;0
3.014;Lam, lår, stek, rå;70;676;9.3;51;0;0;19.5;6;0;0.5;0
3.015;Lam, lår med mørbrad, rå;69;754;11.6;51;0;0;19.1;7;0;0.5;0
3.017;Lam, ribbe, side med ben, rå;59;1181;24.2;52;0;0;16.8;18;0.1;0.3;0
3.029;Fenalår;45;1098;16.8;89;0;0;28;7;0,03;0.2;0
3.031;Sau, fårekjøtt, lettsaltet, rå;45;1533;35;52;0;0;14;24;0.1;0.3;0
3.032;Pinnekjøtt, råvare;31;1876;37;114;0;0;29.8;17;0;0.6;0
3.033;Hval, rå;74;488;2.4;57;0;0;23.5;90;3.8;0.3;0
3.037;Kalv, stek, rå;75;453;2.4;38;0;0;21.4;1;0;0.2;0
3.039;Kalv, koteletter, rå;74;494;3;38;0;0;22.5;2;0;0.2;0
3.044;Kanin, rå;73;522;4;71;0;0;22;10;0.4;0.4;0
3.051;Storfe, bankekjøtt, rå;73;524;4.1;38;0;0;21.9;4;0.1;0.2;0
3.052;Storfe, bibringe, rå;66;869;14.8;41;0;0;18.9;9;0.2;0.4;0
3.053;Storfe, bog, uten knoke, rå;70;669;8.8;38;0;0;20.2;8;0.1;0.4;0
3.054;Storfe, entrecôtekam, rå;67;833;13.1;41;0;0;20.5;6;0.2;0.5;0
3.056;Storfe, flatbiff, rå;75;445;1.7;38;0;0;22.5;2;0;0.3;0
3.057;Storfe, høyrygg, rå;70;679;9.2;38;0;0;19.9;8;0.1;0.4;0
3.058;Storfe, indrefilet, rå;74;497;3.7;38;0;0;21.2;4;0;0.4;0
3.06;Storfe, kotelettkam, rå;69;710;9.9;41;0;0;20.2;9;0.2;0.3;0
3.064;Storfe, mørbrad, rå;74;463;2.3;38;0;0;22.2;3;0;0.3;0
3.066;Storfe, ytrefilet, rå;75;463;2.3;38;0;0;22.2;3;0;0.2;0
3.068;Storfe, filetkam, rå;72;692;9;38;0;0;21.1;7;0.1;0.2;0
3.082;Svin, kotelett, kam, svinekoteletter, inntil 5 mm fettrand, rå;62;1014;18.3;46;0;0;19.8;8;0.2;0.7;0
3.083;Svin, nakkekoteletter, rå;64;935;17;50;0;0;18;8;0.4;0.9;0
3.086;Svin, mørbrad, rå;65;895;15.7;50;0;0;18.5;6;0.2;0.7;0
3.087;Svin, tynnribbe, med svor, rå;50;1533;35.1;46;0;0;13.8;15;0.4;1.4;0
3.089;Svin, midtribbe, med kam og svor, rå;54;1357;29.5;46;0;0;15.6;13;0.4;1.2;0
3.09;Svin, sideflesk, uten bein, rå;50;1585;36.6;46;0;0;13.6;16;0.4;1.5;0
3.091;Svin, skinke, med knoke, rå;66;911;16.4;48;0;0;17.9;7;0.2;0.7;0
3.095;Svin, bogstek, kjøtt uten fettrand, rå;72;605;6.7;47;0;0;21;6;0.1;0.6;0
3.096;Svin, kotelett, kam, svinekotelett, uten fettrand, rå;69;703;8.9;44;0;0;22;6;0.2;0.6;0
3.098;Svin, skinkestek, rå;73;548;4.7;48;0;0;22;4;0.1;0.6;0
3.099;Svin, bacon med svor, rå;51;1402;31.5;46;0;0;13.9;14;0.4;1.3;0
3.1;Svin, sideflesk, lettsaltet, rå;57;1245;27.4;46;0;0;13.6;12;0.3;1.1;0
3.103;Bayonneskinke, kokt;60;949;15.9;72;0;0;21.2;4;0;0.3;0
3.105;Svinekam, røkt;67;865;17.6;50;0.3;0;12.3;4;0;0.1;0
3.106;Kokt skinke, skiver;74;394;2.1;46;0;0;18.6;2;0.1;0.4;0
3.109;Skinkerull, Westfalerskinke;54;1192;20;90;0;0;26.6;4;0;0.3;0
3.111;Spekeskinke;49;966;11.5;99;0;0;31.8;5;0.1;0.8;0
3.112;Elg, ytterlår, stek, rå;74;424;1.3;78;0;0;22.1;2;0.4;0.8;0
3.113;Hare, rå;73;478;3;65;0;0;21.6;8;0;0.8;0
3.114;Hjort, stek, rå;76;417;1.3;62;0;0;21.7;8;0.4;0.8;0
3.115;Reinsdyr, bog, stek, rå;74;495;3.6;45;0;0;21.3;8;0.3;0.8;12
3.117;Blod, okse, rå;81;327;0.2;100;0;0;18.8;28;0.1;0.4;0
3.118;Hjerte, rå;77;450;3.9;150;0;0;18;6;1;0.3;2
3.12;Lever, lam, rå;72;538;4.1;320;2;0;20.7;32760;0.5;1.5;20
3.121;Lever, rein, rå;72;539;4.1;182;3.3;0;19.5;20000;0.1;0.8;11
3.122;Lever, storfe, rå;72;523;3.2;230;3.5;0;20.3;23220;1.1;1.3;25
3.123;Lever, svin, rå;73;503;3.4;310;0.8;0;21.4;23580;1.1;1.5;15
3.126;Karbonadedeig, rå;73;559;5.4;36;0;0;21.1;3;0.1;0.4;0
3.127;Kjøttdeig, med vann/salt, fersk, rå;66;838;14;60;0;0;18.8;8;0.2;0.5;0
3.128;Medisterdeig, rå;66;857;15.5;59;0;0;16.7;1;0;0.3;0
3.129;Kjøttfarse, rå;71;640;10.7;36;3.1;0.1;11.2;5;0;0.3;0
3.132;Hamburger, rå;70;697;11.2;50;0;0;16.6;7;0;0.3;0
3.133;Kjøttkaker, stekt;64;810;14.4;43;3.7;0;12.6;6;0;0.2;0
3.134;Kjøttpudding, stekt;66;808;13.6;41;6.2;0;11.7;0;0;0;0
3.135;Medisterkaker, stekt;51;1303;26.7;54;5.9;0.1;12.6;4;0;0.2;0
3.136;Karbonader, okse, rå;67;751;13.4;41;2.7;0;12.3;6;0;0.2;0
3.137;Karbonader, okse, stekt;64;777;12.3;44;5.6;1.5;12.6;8;0;0.7;0
3.144;Grillpølse;61;963;18.4;45;5.1;0.9;11.1;8;0;1.1;30
3.145;Kjøttpølse, røkt/urøkt;61;959;18.8;44;4.3;1.3;10.6;10;0;0.7;40
3.146;Kjøttpølse, med mindre fett;71;656;10.7;38;4.3;0;11;5;0;0.1;0
3.147;Knakkpølse;59;1042;20.7;47;5.3;0.1;10.9;3;0;0.2;0
3.148;Medisterpølse, kokt, røkt/urøkt;56;1078;22;45;4.9;0.1;10.6;2;0;0.2;0
3.149;Sosisser, små pølser;58;1048;20.8;45;5.2;0.1;11.1;3;0;0.2;0
3.15;Wienerpølse, sportswiener;60;990;18.6;49;5.9;1;11.4;4;0;1.2;33
3.151;Bankekjøtt, salt;70;429;4.3;78;0;0;15.9;4;0;0.2;0
3.152;Falukorv;59;1055;21.1;42;5.1;0.1;11;3;0;0.2;0
3.153;Fleskepølse;46;1503;34.5;67;0.1;0.1;13.2;1;0;0.2;0
3.154;Fårepølse;43;1382;25.5;89;2.1;0;23.7;13;0.1;0.3;0
3.155;Kalverull;62;784;15.4;60;0;0;12.6;6;0.3;0.8;0
3.157;Leverpostei;60;915;18.1;43;3.8;0;10.6;4415;0.1;0.6;0
3.159;Morrpølse, skiver;31;1729;34.5;142;0.1;0;26.5;9;0.2;1.9;0
3.161;Okserull;70;703;9.1;62;0.1;0.1;21.4;5;0;0.3;0
3.162;Reinsdyrpølse;27;1931;43;0;0;0;20;0;0;0;0
3.163;Salami;38;1638;35.3;82;0;0;19.5;5;0;0.2;0
3.164;Servelat;63;907;17.3;43;5;0;10.7;4;0;0.2;0
3.165;Skinke, kokt;74;434;3.5;52;0;0;17.9;4;0;0.3;0
3.166;Stabburpølse;25;2080;45;97;2.9;0;21.5;19;0.2;0.4;0
3.167;Sylte;49;1306;24.6;81;0;0;23.3;2;0;0.7;0
3.17;Blodpudding;48;1092;13.7;68;24.3;0;10.1;51;0.1;0.7;0
3.171;Lungemos, kjøpt;67;826;14.5;61;1;0;16;0;0.2;0;0
3.177;Kjøttboller, hermetisk;77;495;8;0;1.9;0;9.8;0;0;0;0
3.181;Reinsdyrkaker, hermetisk;68;620;8.2;48;4.8;0.1;13.8;5;0;0.3;0
3.188;Bogskinke, hermetisk;71;564;7.2;52;0;1.5;16.8;4;0;0.3;0
3.19;Leverpostei, med mindre fett;67;715;10.6;110;5.5;0;13.5;4300;0.2;1.3;0
3.196;Salami, med mindre fett;45;1235;21.9;86;0.1;0;24.9;4;0.1;1.1;0
3.198;Wienerpølse, med mindre fett;68;603;11;37;0;0;11.5;3;0;0.3;0
3.199;Grillpølse, med mindre fett;68;662;10.9;36;4;0;11.2;3;0;0.3;0
3.201;Svin, grillbein, rå;63;1025;19.9;46;0;0;17;9;0.4;0.8;0
3.202;Servelat, med mindre fett;68;670;10.4;39;4.2;0.1;12.5;4;0;0.2;0
3.203;Pizza, med kjøtt, fryst, kjøpt;52;898;9;24;20.9;2;11.4;41;0;0.9;3
3.204;Kalkun bryst, filet, uten skinn, rå;72;482;1.4;49;0;0;25.3;7;0.3;0.2;0
3.205;Kylling, bryst, filet, uten skinn, rå;75;442;1;56;0;0;23.8;5;0.1;0.7;0
3.206;Høne, kjøtt med skinn, kokt;51;1296;23.3;95;0;0;25.5;43;0;0.5;0
3.207;Svin, kjøtt fra knoke, rå;72;631;8.1;48;0;0;19.5;7;0.2;1.1;0
3.208;Svin, flatbiff, rå;74;437;1.7;39;0;0;22;1;0;0.5;0
3.209;Svin, indrefilet, rå;74;489;3.1;44;0;0;22;1;0.1;0.7;0
3.21;Svin, ytrefilet, rå;74;467;1.6;41;0;0;24;3;0;0.4;0
3.211;Lam, flatbiff, rå;75;440;2.1;51;0;0;21.3;3;0;0.5;0
3.212;Lam, ytrefilet, rå;74;506;3.9;51;0;0;21.3;1;0;0.4;0
3.213;Lam, indrefilet, rå;75;487;3.8;51;0;0;20.4;4;0;0.3;0
3.214;Lammerull;63;950;17.4;74;0;0;18;9;0;0.4;0
3.215;Lam, bogstek, rå;68;781;12.6;52;0;0;18.5;11;0;0.5;0
3.217;Lam, grytekjøtt, rå;68;801;13.2;52;0;0;18.4;7;0;0.4;0
3.218;Lam, fårikålkjøtt, rå;64;954;17.7;52;0;0;17.6;10;0.1;0.3;0
3.219;Storfe, rundstek, rå;74;451;2;38;0;0;22.2;3;0;0.2;0
3.221;Storfe, bogstek, rå;74;508;3.7;38;0;0;21.8;5;0;0.3;0
3.222;Storfe, kam, rå;70;677;8.6;38;0;0;21.1;7;0.1;0.3;0
3.224;Høne, bryst, filet, uten skinn, rå;73;451;0.7;63;0;0;25;9;0.1;0.3;0
3.225;Kylling, lår, kjøtt med skinn, rå;68;837;14.2;83;0;0;18.3;30;0.9;0.2;0
3.226;Kylling, vinge, kjøtt med skinn, rå;67;778;12.2;77;0;0;19.2;44;0;0.5;0
3.231;And, kjøtt uten skinn, rå;74;552;6.5;110;0;0;18.3;24;0.1;0;0
3.232;And, kjøtt uten skinn, ovnsstekt;67;769;8.7;147;0;0;26.3;27;0;0.3;0
3.233;And, kjøtt med skinn, ovnstekt;33;2136;49.7;96;0;0;17.5;57;0;0.5;0
3.234;Gås, kjøtt med skinn, ovnsstekt;33;2037;44.8;107;0;0;22.3;19;0;0.5;0
3.236;Høne, filet, kokt;64;599;0.9;84;0;0;33.3;11;0;0.3;0
3.237;Høne, kjøtt uten skinn, rå;71;590;6.3;63;0;0;21;9;0.1;0.3;0
3.239;Kalkun, kjøtt uten skinn, rå;75;443;1.6;70;0;0;22.6;7;0.3;0.2;0
3.24;Kalkun, kjøtt uten skinn, ovnstekt;67;589;2.1;93;0;0;30.1;7;0;0;0
3.241;Kalkun, brystfilet, uten skinn, ovnstekt;66;595;0.7;76;0;0;33.5;7;0;0;0
3.242;Kylling, brystfilet, stekt i fett;68;612;4.1;80;0;0;27.1;18;0;0.5;0
3.243;Kylling, brystfilet, stekt uten fett;70;522;1.3;81;0;0;27.9;0;0;0.1;0
3.244;Kylling, lårkjøtt med skinn, ovnstekt;61;922;14.3;138;0;0;23.1;33;0;0.2;0
3.245;Gås, kjøtt uten skinn, ovnstekt;58;894;9.5;112;0;0;31.9;13;0;0.3;0
3.246;Kylling, kjøtt uten skinn, ovnstekt;69;571;2.6;113;0;0;27.9;11;0;0.2;0
3.247;Kylling, hel, kjøtt med skinn, grillet;60;942;13.5;128;0;0;26;26;2.1;1.2;0
3.248;Kylling, vinger med skinn, ovnstekt;53;1110;17.4;110;0;0;27.4;53;0;0.6;0
3.249;Rype, bryst uten skinn, ovnstekt;68;682;5.7;94;0;0;27.7;49;0;0.7;0
3.25;Moussaka, med kjøttdeig;67;657;9.8;37;10;1.3;6.7;38;0.1;1.2;12
3.251;Fårikål av lammekjøtt;77;475;6.4;36;3.4;1.3;10;11;0;0.4;18
3.252;Wienersnitzel, rå;57;1018;15.8;59;5.8;0;19.7;11;0;0.7;0
3.254;Lasagne med kjøttdeig;70;625;8.3;18;10.9;0.8;7.4;49;0.2;0.6;3
3.256;Biff stroganoff;60;1018;18.9;75;3.5;0.5;15;197;0.4;1;5
3.257;Lammefrikassé;77;534;8;42;2.4;0.8;11.2;51;0.1;0.5;7
3.259;Lever, kylling, rå;75;476;4.1;380;0;0;19.1;9702;0.2;0.6;28
